"Hora Unix";"Hora Local";"Distancia";"Ticks";"GIROSCOPIO";"ACELEROMETRO";"MAGNETROMETRO"
1736429066.976546;"2025-01-09 10:24:26.976546";"-0000.06";-859;" ";" ";" "
1736429067.007852;"2025-01-09 10:24:27.007852";"-0000.08";-1145;" ";" ";" "
1736429067.039977;"2025-01-09 10:24:27.039977";"-0000.09";-1255;" ";" ";" "
1736429067.070936;"2025-01-09 10:24:27.070936";"-0000.09";-1321;" ";" ";" "
1736429067.103659;"2025-01-09 10:24:27.103659";"-0000.10";-1431;" ";" ";" "
1736429067.134585;"2025-01-09 10:24:27.134585";"-0000.11";-1545;" ";" ";" "
1736429067.164134;"2025-01-09 10:24:27.164134";"-0000.11";-1545;" ";" ";" "
1736429067.195401;"2025-01-09 10:24:27.195401";"-0000.12";-1635;" ";" ";" "
1736429067.226867;"2025-01-09 10:24:27.226867";"-0000.12";-1740;" ";" ";" "
1736429067.258987;"2025-01-09 10:24:27.258987";"-0000.16";-2338;" ";" ";" "
1736429067.289908;"2025-01-09 10:24:27.289908";"-0000.18";-2553;" ";" ";" "
1736429067.320542;"2025-01-09 10:24:27.320542";"-0000.21";-2961;" ";" ";" "
1736429067.351426;"2025-01-09 10:24:27.351426";"-0000.21";-2961;" ";" ";" "
1736429067.3834;"2025-01-09 10:24:27.383400";"-0000.21";-3032;" ";" ";" "
1736429067.414626;"2025-01-09 10:24:27.414626";"-0000.21";-3032;" ";" ";" "
1736429067.444394;"2025-01-09 10:24:27.444394";"-0000.22";-3189;" ";" ";" "
1736429067.475904;"2025-01-09 10:24:27.475904";"-0000.24";-3358;" ";" ";" "
1736429067.507498;"2025-01-09 10:24:27.507498";"-0000.25";-3497;" ";" ";" "
1736429067.536422;"2025-01-09 10:24:27.536422";"-0000.25";-3497;" ";" ";" "
1736429067.568361;"2025-01-09 10:24:27.568361";"-0000.26";-3671;" ";" ";" "
1736429067.599396;"2025-01-09 10:24:27.599396";"-0000.28";-3928;" ";" ";" "
1736429067.629945;"2025-01-09 10:24:27.629945";"-0000.29";-4094;" ";" ";" "
1736429067.661597;"2025-01-09 10:24:27.661597";"-0000.30";-4206;" ";" ";" "
1736429067.692871;"2025-01-09 10:24:27.692871";"-0000.30";-4301;" ";" ";" "
1736429067.722101;"2025-01-09 10:24:27.722101";"-0000.30";-4301;" ";" ";" "
1736429067.752727;"2025-01-09 10:24:27.752727";"-0000.31";-4411;" ";" ";" "
1736429067.78431;"2025-01-09 10:24:27.784310";"-0000.32";-4529;" ";" ";" "
1736429067.814527;"2025-01-09 10:24:27.814527";"-0000.32";-4605;" ";" ";" "
1736429067.846484;"2025-01-09 10:24:27.846484";"-0000.35";-5003;" ";" ";" "
1736429067.877609;"2025-01-09 10:24:27.877609";"-0000.41";-5843;" ";" ";" "
1736429067.907334;"2025-01-09 10:24:27.907334";"-0000.41";-5843;" ";" ";" "
1736429067.938849;"2025-01-09 10:24:27.938849";"-0000.44";-6304;" ";" ";" "
1736429067.97168;"2025-01-09 10:24:27.971680";"-0000.47";-6616;" ";" ";" "
1736429068.002743;"2025-01-09 10:24:28.002743";"-0000.48";-6755;" ";" ";" "
1736429068.033439;"2025-01-09 10:24:28.033439";"-0000.48";-6861;" ";" ";" "
1736429068.063252;"2025-01-09 10:24:28.063252";"-0000.48";-6861;" ";" ";" "
1736429068.09463;"2025-01-09 10:24:28.094630";"-0000.49";-6987;" ";" ";" "
1736429068.124434;"2025-01-09 10:24:28.124434";"-0000.50";-7072;" ";" ";" "
1736429068.156031;"2025-01-09 10:24:28.156031";"-0000.51";-7201;" ";" ";" "
1736429068.185973;"2025-01-09 10:24:28.185973";"-0000.52";-7382;" ";" ";" "
1736429068.215965;"2025-01-09 10:24:28.215965";"-0000.52";-7382;" ";" ";" "
1736429068.247157;"2025-01-09 10:24:28.247157";"-0000.54";-7630;" ";" ";" "
1736429068.278562;"2025-01-09 10:24:28.278562";"-0000.56";-7873;" ";" ";" "
1736429068.310746;"2025-01-09 10:24:28.310746";"-0000.56";-7970;" ";" ";" "
