Hora Unix;Hora Local;Distancia;Ticks;GIROSCOPIO;ACELEROMETRO;MAGNETROMETRO;;
1.736.428.329.655.510;2025-01-09 10:12:09.655517;-0004.98;-70615; ; ; ;;31.050
1.736.428.329.686.560;2025-01-09 10:12:09.686565;-0004.98;-70615; ; ; ;;29.170
1.736.428.329.715.730;2025-01-09 10:12:09.715732;-0004.98;-70615; ; ; ;;
173.642.832.974.603;2025-01-09 10:12:09.746030;-0004.98;-70615; ; ; ;;
1.736.428.329.777.820;2025-01-09 10:12:09.777822;-0004.98;-70647; ; ; ;;37.740
1.736.428.329.815.560;2025-01-09 10:12:09.815566;-0004.98;-70647; ; ; ;;31.710
1.736.428.329.847.270;2025-01-09 10:12:09.847275;-0004.99;-70710; ; ; ;;31.760
1.736.428.329.879.030;2025-01-09 10:12:09.879039;-0005.00;-70868; ; ; ;;
173.642.832.991.112;2025-01-09 10:12:09.911120;-0005.00;-70946; ; ; ;;
1.736.428.329.940.010;2025-01-09 10:12:09.940012;-0005.00;-70946; ; ; ;;31.210
1.736.428.329.971.220;2025-01-09 10:12:09.971228;-0005.00;-70946; ; ; ;;31.770
1.736.428.330.002.990;2025-01-09 10:12:10.002999;-0005.00;-70946; ; ; ;;31.290
1.736.428.330.034.280;2025-01-09 10:12:10.034288;-0005.01;-71020; ; ; ;;29.290
1.736.428.330.063.570;2025-01-09 10:12:10.063574;-0005.01;-71020; ; ; ;;31.160
1.736.428.330.094.730;2025-01-09 10:12:10.094736;-0005.02;-71162; ; ; ;;30.710
1.736.428.330.125.440;2025-01-09 10:12:10.125444;-0005.04;-71400; ; ; ;;31.670
1.736.428.330.157.110;2025-01-09 10:12:10.157112;-0005.04;-71469; ; ; ;;29.030
1.736.428.330.186.140;2025-01-09 10:12:10.186146;-0005.04;-71469; ; ; ;;30.500
1.736.428.330.216.640;2025-01-09 10:12:10.216646;-0005.04;-71469; ; ; ;;
173.642.833.024.699;2025-01-09 10:12:10.246990;-0005.04;-71469; ; ; ;;
1.736.428.330.276.890;2025-01-09 10:12:10.276895;-0005.04;-71469; ; ; ;;32.480
1.736.428.330.309.370;2025-01-09 10:12:10.309373;-0005.04;-71469; ; ; ;;30.820
1.736.428.330.340.190;2025-01-09 10:12:10.340198;-0005.04;-71508; ; ; ;;30.850
1.736.428.330.371.040;2025-01-09 10:12:10.371042;-0005.05;-71559; ; ; ;;30.190
1.736.428.330.401.230;2025-01-09 10:12:10.401235;-0005.05;-71559; ; ; ;;30.640
1.736.428.330.431.870;2025-01-09 10:12:10.431871;-0005.05;-71615; ; ; ;;31.430
1.736.428.330.463.300;2025-01-09 10:12:10.463306;-0005.05;-71615; ; ; ;;30.890
1.736.428.330.494.190;2025-01-09 10:12:10.494194;-0005.05;-71615; ; ; ;;30.070
1.736.428.330.524.260;2025-01-09 10:12:10.524263;-0005.05;-71615; ; ; ;;30.220
1.736.428.330.554.480;2025-01-09 10:12:10.554487;-0005.05;-71615; ; ; ;;31.910
1.736.428.330.586.390;2025-01-09 10:12:10.586398;-0005.05;-71615; ; ; ;;29.160
1.736.428.330.615.550;2025-01-09 10:12:10.615559;-0005.05;-71615; ; ; ;;30.300
1.736.428.330.645.850;2025-01-09 10:12:10.645854;-0005.05;-71656; ; ; ;;31.520
1.736.428.330.677.370;2025-01-09 10:12:10.677371;-0005.06;-71707; ; ; ;;30.670
1.736.428.330.708.040;2025-01-09 10:12:10.708044;-0005.06;-71758; ; ; ;;29.620
1.736.428.330.737.660;2025-01-09 10:12:10.737663;-0005.06;-71758; ; ; ;;31.410
1.736.428.330.769.070;2025-01-09 10:12:10.769078;-0005.06;-71807; ; ; ;;30.940
1.736.428.330.800.010;2025-01-09 10:12:10.800018;-0005.08;-72046; ; ; ;;29.700
1.736.428.330.829.710;2025-01-09 10:12:10.829716;-0005.08;-72046; ; ; ;;29.980
1.736.428.330.859.690;2025-01-09 10:12:10.859695;-0005.08;-72046; ; ; ;;28.550
1.736.428.330.888.240;2025-01-09 10:12:10.888242;-0005.08;-72046; ; ; ;;30.650
1.736.428.330.918.890;2025-01-09 10:12:10.918897;-0005.08;-72046; ; ; ;;29.320
1.736.428.330.948.210;2025-01-09 10:12:10.948216;-0005.08;-72046; ; ; ;;31.470
1.736.428.330.979.680;2025-01-09 10:12:10.979681;-0005.08;-72097; ; ; ;;
173.642.833.101.116;2025-01-09 10:12:11.011160;-0005.09;-72149; ; ; ;;
1.736.428.331.040.400;2025-01-09 10:12:11.040404;-0005.09;-72149; ; ; ;;32.200
1.736.428.331.072.600;2025-01-09 10:12:11.072604;-0005.09;-72200; ; ; ;;
173.642.833.110.329;2025-01-09 10:12:11.103290;-0005.09;-72239; ; ; ;;
1.736.428.331.132.960;2025-01-09 10:12:11.132962;-0005.09;-72239; ; ; ;;30.150
1.736.428.331.163.110;2025-01-09 10:12:11.163119;-0005.10;-72305; ; ; ;;41.620
1.736.428.331.204.730;2025-01-09 10:12:11.204735;-0005.10;-72369; ; ; ;;31.780
1.736.428.331.236.510;2025-01-09 10:12:11.236518;-0005.10;-72369; ; ; ;;30.530
1.736.428.331.267.040;2025-01-09 10:12:11.267049;-0005.10;-72369; ; ; ;;29.850
1.736.428.331.296.890;2025-01-09 10:12:11.296892;-0005.10;-72369; ; ; ;;31.290
1.736.428.331.328.180;2025-01-09 10:12:11.328183;-0005.11;-72393; ; ; ;;33.290
1.736.428.331.361.470;2025-01-09 10:12:11.361477;-0005.11;-72442; ; ; ;;31.190
1.736.428.331.392.660;2025-01-09 10:12:11.392666;-0005.11;-72516; ; ; ;;30.260
1.736.428.331.422.920;2025-01-09 10:12:11.422921;-0005.11;-72516; ; ; ;;
173.642.833.145.377;2025-01-09 10:12:11.453770;-0005.13;-72722; ; ; ;;
1.736.428.331.487.370;2025-01-09 10:12:11.487379;-0005.13;-72768; ; ; ;;32.850
1.736.428.331.520.220;2025-01-09 10:12:11.520221;-0005.14;-72870; ; ; ;;29.750
1.736.428.331.549.970;2025-01-09 10:12:11.549976;-0005.14;-72870; ; ; ;;31.890
1.736.428.331.581.860;2025-01-09 10:12:11.581861;-0005.14;-72901; ; ; ;;33.530
1.736.428.331.615.390;2025-01-09 10:12:11.615391;-0005.14;-72901; ; ; ;;31.110
1.736.428.331.646.500;2025-01-09 10:12:11.646501;-0005.14;-72901; ; ; ;;30.250
1.736.428.331.676.750;2025-01-09 10:12:11.676755;-0005.14;-72901; ; ; ;;30.920
1.736.428.331.707.670;2025-01-09 10:12:11.707679;-0005.14;-72901; ; ; ;;32.790
1.736.428.331.740.460;2025-01-09 10:12:11.740468;-0005.14;-72916; ; ; ;;32.000
1.736.428.331.772.460;2025-01-09 10:12:11.772468;-0005.15;-72963; ; ; ;;31.290
1.736.428.331.803.750;2025-01-09 10:12:11.803754;-0005.15;-72963; ; ; ;;31.480
1.736.428.331.835.230;2025-01-09 10:12:11.835231;-0005.15;-73023; ; ; ;;31.800
1.736.428.331.867.030;2025-01-09 10:12:11.867039;-0005.16;-73121; ; ; ;;29.240
1.736.428.331.896.270;2025-01-09 10:12:11.896275;-0005.16;-73121; ; ; ;;
173.642.833.192.683;2025-01-09 10:12:11.926830;-0005.16;-73169; ; ; ;;
1.736.428.331.957.860;2025-01-09 10:12:11.957863;-0005.16;-73169; ; ; ;;29.160
1.736.428.331.987.020;2025-01-09 10:12:11.987028;-0005.16;-73169; ; ; ;;31.990
1.736.428.332.019.010;2025-01-09 10:12:12.019016;-0005.16;-73169; ; ; ;;32.280
1.736.428.332.051.290;2025-01-09 10:12:12.051299;-0005.16;-73169; ; ; ;;31.460
1.736.428.332.082.750;2025-01-09 10:12:12.082757;-0005.16;-73169; ; ; ;;29.860
1.736.428.332.112.610;2025-01-09 10:12:12.112614;-0005.16;-73169; ; ; ;;30.020
1.736.428.332.142.630;2025-01-09 10:12:12.142631;-0005.16;-73169; ; ; ;;31.820
1.736.428.332.174.450;2025-01-09 10:12:12.174455;-0005.16;-73169; ; ; ;;30.570
1.736.428.332.205.020;2025-01-09 10:12:12.205023;-0005.16;-73169; ; ; ;;29.790
1.736.428.332.234.810;2025-01-09 10:12:12.234812;-0005.16;-73169; ; ; ;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;30.877
